gene_symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj
FKBP6,1.55076378852802,-0.000301647743791984,0.0384993995226976,0.767582549898805,0.979549547266922
JRKL,47.323677351361,0.00109043489665844,0.0383524517472676,0.767352104648007,0.979549547266922
SOX5,10.8469803402296,0.000401559382067793,0.038458014816932,0.76751445988634,0.979549547266922
HSPE1P4,1.15456072272106,-0.00036356300620619,0.0385094755437501,0.767486598937173,0.979549547266922
NAXD,404.320748699267,-0.00239198958763428,0.037717594483422,0.767089300098029,0.979549547266922
PTPRS,29.8379077197519,-0.000806549962210587,0.038415685247821,0.767490655678686,0.979549547266922
NSFL1C,734.158396462445,0.00339126814468912,0.0375897137439127,0.767307675871522,0.979549547266922
RTEL1,12.9379282417952,0.00102813861912348,0.0383737342367625,0.767023586799328,0.979549547266922
RPL32P5,1.10255754031323,0.000368849333246553,0.0384938771178149,0.767576760067151,0.979549547266922
TBC1D10A,298.368880076475,-0.00195503351564891,0.0379004088512589,0.76749758066465,0.979549547266922
KDM5D,679.051674121831,0.000147654929554874,0.038508650271407,0.76737888354266,0.979549547266922
ATP13A2,857.866986450005,0.0117063888871014,0.0401349708548617,0.76900149416062,0.979652526075494
PPP1R12B,252.007985249004,0.00192249691389302,0.0380706120992064,0.768453507308406,0.979652526075494
LINC01127,29.8400653587543,0.000698506746174576,0.0384323874272035,0.768484334348225,0.979652526075494
TMEM177,41.4482784892783,-0.00108885067142525,0.038323068715736,0.768966635368383,0.979652526075494
INO80D,467.568224968359,-0.00169390112028909,0.0381212368130211,0.768418826532804,0.979652526075494
SP100,2738.39037982775,-0.00229599646060147,0.0377722537813629,0.768506126296011,0.979652526075494
TMEM115,330.045171813204,0.00160713245521685,0.038010803594644,0.769165182252702,0.979652526075494
GTPBP8,97.0958886402272,-0.00167813769849979,0.038057281058509,0.769479580269592,0.979652526075494
BFSP2,6.79106559085282,0.000479697529742111,0.0384659467136975,0.767759330503409,0.979652526075494
SLC51A,29.7658996030465,-0.00112908726179949,0.0383525293078549,0.76931572799714,0.979652526075494
SLC6A19,3.00352725512266,0.000198171731724513,0.0385081594795207,0.76878760378425,0.979652526075494
PITX1,0.916017903656857,-0.000278406465506593,0.0385093502036509,0.768715840368114,0.979652526075494
PPP1R18,2097.51574102066,-0.00192939122503906,0.0379960467951019,0.768802447816037,0.979652526075494
ARG1,37.5206191833577,-0.000194729577213384,0.0384638034564084,0.768959733890304,0.979652526075494
HAUS6P1,1.54486672158586,-0.000619858331451258,0.0384953777070071,0.769535008969942,0.979652526075494
RPS3AP29,1.18295954281236,-0.000350432406820689,0.0384968663938735,0.769199245012348,0.979652526075494
ZNHIT1,496.999291949576,0.00200158375889599,0.0378779732023953,0.768262125808643,0.979652526075494
DDX58,442.68350319556,-0.000918450139457612,0.0383887181950071,0.768841615776607,0.979652526075494
FRMPD1,0.96321648428008,-0.000231980461868247,0.0385043592541583,0.769501885011808,0.979652526075494
RPL10P3,1.77683152993031,-0.000367999276040776,0.0384938801743263,0.768088823128035,0.979652526075494
GLYATL1P2,4.67589725692866,-0.000325203321414718,0.0384952376419084,0.768223504177529,0.979652526075494
AQP11,13.0998289825028,-0.000800053534165459,0.0384311579423383,0.768562378038673,0.979652526075494
RHNO1,308.703109491537,0.0022316492831598,0.0378150351540235,0.769267995184673,0.979652526075494
AAAS,496.634411323663,0.00214169826343849,0.0376866449735929,0.768338170486805,0.979652526075494
ANKRD10,1072.98099176844,0.000632563106209768,0.0365346696084031,0.769515396114332,0.979652526075494
ATG14,364.147308516593,0.00191010392485455,0.0379656372359423,0.769024117854779,0.979652526075494
PPP2R5E,624.340842717122,-0.00191117224151617,0.036975676799489,0.767779101007062,0.979652526075494
GALNT16,1.26802994804108,0.000308226081622781,0.0384999674208783,0.769083927797336,0.979652526075494
PIN4P1,2.40404474077681,-0.000564127548412369,0.0384700503004986,0.768670679401958,0.979652526075494
MNS1,1.74697265945305,-0.000253581619816586,0.0384986071695924,0.769446877883769,0.979652526075494
MTHFSD,149.787893923778,0.00131356660085824,0.0380297753289032,0.769390332415641,0.979652526075494
SMURF2P1,0.985256376362449,-0.000306233054259586,0.0384997966714174,0.769088959944105,0.979652526075494
CCNYL6,2.95498600224891,0.000202721191401667,0.038464638516524,0.76909596980612,0.979652526075494
ZNF675,190.263219893816,-0.00164428314211014,0.0381092786474702,0.769054931612253,0.979652526075494
PIH1D1,692.448482242027,0.0032134496518102,0.0369528776761513,0.76910057561477,0.979652526075494
NRIP1,559.476911350755,0.00123177311031614,0.0383475591593203,0.768132568175599,0.979652526075494
SLC5A3,150.61367626819,0.00145385012293934,0.0382442201701983,0.768602460273788,0.979652526075494
MOSPD2,286.437658480027,-0.00111160994448645,0.0383472210634574,0.768679192211064,0.979652526075494
SUV39H1,167.904393277656,0.00217700758144337,0.0380321582397405,0.769350035944844,0.979652526075494
H2AZ2P1,30.0775837459539,0.00168865402047797,0.0381166807292491,0.769619332359786,0.979668089813988
NDUFB7,672.8264018768,-0.000306290962783025,0.0380856860841593,0.769643223998487,0.979668089813988
PTPN2,796.09454388544,-0.00316188748657609,0.0369984228342322,0.769766317440163,0.979702585832935
KCNE1,45.1013981845578,-0.000614984052097482,0.038443820275006,0.769729492878345,0.979702585832935
ASH1L-AS1,40.6102264113523,-0.00158344667150549,0.0381977054234782,0.77002331069592,0.979731504789949
FIGN,1.60202324297566,0.000221118842341599,0.0385049648316742,0.770010288092047,0.979731504789949
LRPAP1,1691.62343459919,0.00210336159908429,0.0378919687945322,0.770007492689112,0.979731504789949
SPDYE16,2.6455783981086,0.000370107730919623,0.0385049706821197,0.769863328207171,0.979731504789949
TLE3,955.736129773961,0.001430026105278,0.038235244622418,0.770029028578539,0.979731504789949
RN7SL124P,2.3398174366528,-0.000338265933982026,0.0385003040434385,0.770190341733476,0.979756745559881
PCNP,1288.4234859435,0.000712586560836893,0.0374398791196671,0.770240863021723,0.979756745559881
CCDC170,41.5027926879582,0.00117201849153983,0.0383463442825642,0.770127279483113,0.979756745559881
C9orf16,674.491504882889,-0.00101784893067174,0.0382055639830759,0.770210972792424,0.979756745559881
GFUS,468.53010064883,-0.00186987026830207,0.0380239346772353,0.770321963130472,0.979798847919939
IL6-AS1,1.32280317680354,0.000347209354474735,0.0384948583050043,0.770454118690211,0.979905880161043
RNU6-510P,1.14087928575564,-0.000306932754257231,0.0385088422272863,0.770611471045479,0.979964430069684
TMSB4XP1,15.7463343159298,0.000700914947519042,0.0384394728634453,0.771445071620998,0.979964430069684
SERBP1,1609.8352822648,-0.00292676718402271,0.0365270352544178,0.771397930267763,0.979964430069684
TRMT112P6,14.0940141756134,-0.00112279667203242,0.0383408769481589,0.77087875680476,0.979964430069684
CCDC115,706.052871101998,0.00320252916464051,0.0369330854754645,0.770771320167037,0.979964430069684
SMARCAL1,301.59889167258,0.00163120287471608,0.0378887579510326,0.771620900381134,0.979964430069684
LINC02033,11.2539226558956,0.00043010534821535,0.038479257494605,0.770634230263598,0.979964430069684
ANKRD17,917.429081895404,-0.00993849231061335,0.0390549923010069,0.771653347149709,0.979964430069684
VCAN-AS1,7.33474853097159,-0.000419220763320967,0.0384644762212067,0.771468823900015,0.979964430069684
OR2H2,1.92582062355996,0.000285067390519992,0.0385038878576203,0.771141427422358,0.979964430069684
LPAL2,45.9346937095593,0.00149220695140548,0.0383499050707602,0.771621121150346,0.979964430069684
TAX1BP1-AS1,1.5139181904002,-0.000396552097298827,0.0384929861994223,0.771358404102831,0.979964430069684
RNY3P14,0.866899859051855,-0.000375547122518074,0.0384931121664422,0.771002966405395,0.979964430069684
PNPLA7,96.6196503806814,-0.00115034407879488,0.0383307785536306,0.770826929217115,0.979964430069684
MARCKSL1P1,0.834581041418852,-0.000357675262718669,0.0385095512812911,0.771504128384601,0.979964430069684
GRK5,311.895926618877,0.00228893431559992,0.0380100111756913,0.771591572567118,0.979964430069684
RBM14,856.944453937159,-0.00162578623250795,0.0381200385539036,0.771162420124453,0.979964430069684
NUMA1,1703.34804297651,0.00261645097717307,0.0375047882857138,0.771652303253246,0.979964430069684
KMT2D,684.326689902696,-0.00132123824738981,0.0382681564007762,0.771255078745172,0.979964430069684
ANP32AP1,2.49204949105277,-0.000342964995587128,0.0384771599082878,0.771540979327709,0.979964430069684
WDR24,154.875319444676,0.00172115474288168,0.0380517646858712,0.771279245886734,0.979964430069684
RPTOR,412.455176621509,-0.00173760290208611,0.0379994957456404,0.770681510788342,0.979964430069684
HDGFL2,275.65478745123,-0.00182215739656903,0.0375008326778255,0.771700384525774,0.979964430069684
CAPN12,24.2591145131567,0.000677599998190954,0.0383978973429947,0.771434842763002,0.979964430069684
GMEB2,501.308087069374,-0.00202629840909317,0.0379389563141887,0.771287911410096,0.979964430069684
ZNF346-IT1,2.54918789399913,0.000220405631403496,0.0384860996763755,0.77184344809393,0.979978161372461
KRT17P2,4.68659219874772,0.000349426740451075,0.038495287616972,0.771783719621996,0.979978161372461
RND2,2.74568247771961,0.00045890559875739,0.0384831169364748,0.771855227336128,0.979978161372461
SLTM,1335.56201134204,-0.0133024908154425,0.0392113916644101,0.771951448611325,0.979978417131312
RABAC1,138.057573208088,0.00143802622960735,0.0380405817494467,0.771943765160288,0.979978417131312
CTRC,7.64229883844361,-0.000478074166649852,0.0384786614586082,0.772362350221049,0.979990348877657
RNU6ATAC27P,1.01477713624727,-0.000349839257985028,0.038509593399733,0.77638637451746,0.979990348877657
RBBP4,1171.9382565005,0.00687539676896792,0.0388710010297781,0.778234804599803,0.979990348877657
ZSCAN20,13.9854410364552,-0.00110399499335564,0.0383557589261213,0.776589047754874,0.979990348877657
MED8-AS1,6.04325919604108,0.000519497148241274,0.0384747970056058,0.774297973211593,0.979990348877657
MKNK1,596.508361977168,0.00153041302198609,0.0378740311921976,0.773040750372164,0.979990348877657
SLC5A9,5.13001199389669,-0.000573314692054946,0.038462062845216,0.778566940811355,0.979990348877657
EEF1A1P11,23.9131353574852,-0.000147098824605557,0.0384739375666171,0.772570903494695,0.979990348877657
STXBP3,607.117301731355,0.00228384937232359,0.0376289526181874,0.777221832839279,0.979990348877657
TSHB,0.875102570219193,-0.000354455371327707,0.0385095774914768,0.774494026436875,0.979990348877657
IL6R-AS1,16.4449426267874,0.000724178640780726,0.0384328372379203,0.778593481486702,0.979990348877657
HLX,108.201913749187,0.00108487232877188,0.0384329363809935,0.776576906475238,0.979990348877657
RAB4A,350.387877169235,0.00431737505345507,0.0381031891075755,0.775934138022115,0.979990348877657
PGBD5,3.66026354006193,0.000562541919672473,0.0384785554019121,0.775489663578577,0.979990348877657
C2orf15,8.3161617647774,0.000714157039727558,0.0384393319283955,0.773616721741157,0.979990348877657
EIF5B,836.299416984777,-0.00427692478022436,0.0380545598726643,0.772235195378076,0.979990348877657
TOMM40P4,9.57674969296622,-0.00112729913592385,0.0384038296849823,0.778653513046454,0.979990348877657
RAB3GAP1,314.069468642961,0.00358194617223637,0.0379626013845742,0.777974019278053,0.979990348877657
GRB14,16.5485573903911,-0.000478136830087687,0.0384912091433122,0.773401920081705,0.979990348877657
TTC30B,21.8298293296368,-0.000923123794085873,0.0383930454875745,0.777948595775988,0.979990348877657
NUDCP2,10.3324564674257,0.00113607309043656,0.0383176198648316,0.776521143410083,0.979990348877657
UBE2E3,488.005343202072,0.00270245591615426,0.0374192180847872,0.772481286960929,0.979990348877657
ZNF804A,14.161815745137,0.000263870348316254,0.0384172978825428,0.776114093724969,0.979990348877657
RAB1AP1,1.65241223079567,-0.000282678219853534,0.0385002895662285,0.776322086007786,0.979990348877657
STK16,224.240988063602,0.00288598929352819,0.0378690639212869,0.772731712468861,0.979990348877657
FARSB,327.409517551979,-0.00260974828584189,0.0375747323900791,0.773515823952421,0.979990348877657
STK25,1047.04374195594,0.00125163920660111,0.0370886914425812,0.775995173302514,0.979990348877657
THAP4,388.745183940414,-0.00239710185566567,0.0377537421065715,0.772090002934126,0.979990348877657
BRPF1,769.913450666249,-0.00171278663320425,0.0378136511869841,0.773251892358874,0.979990348877657
LINC02084,87.9279165744828,-0.000848092825601869,0.03840450797562,0.777832682786645,0.979990348877657
DNAH12,3.7921048526382,-0.00071920037896752,0.0384908424254302,0.777129145074593,0.979990348877657
FTH1P23,26.7012863856492,-0.000944174054003501,0.0383842308457565,0.774906805515014,0.979990348877657
PDLIM1P4,5.333157496661,0.00122612460781643,0.0384464789187985,0.777208313279038,0.979990348877657
HGD,47.8865808003044,0.000724597134211861,0.0384453124532332,0.772623812221064,0.979990348877657
ROPN1B,0.984677324992331,-0.000354506151815116,0.0385096179896527,0.77555311964904,0.979990348877657
TXNRD3,9.64173134936753,-0.000841509461555174,0.0383884226653183,0.772219308536779,0.979990348877657
UVSSA,287.297299040198,0.00209616876591872,0.0379301242086919,0.776848213791753,0.979990348877657
KPNA2P1,1.23886935749526,0.00025169282279624,0.0385022873385565,0.77804346300096,0.979990348877657
HPGDS,3.692058369097,0.00041608702872922,0.0384802694996182,0.776766926772092,0.979990348877657
FNIP2,348.398472243914,0.00163893249981552,0.0381223958796602,0.774896727450557,0.979990348877657
RNU6-644P,0.913271164575277,-0.000675474283530334,0.0385160583426516,0.776202573608164,0.979990348877657
ATP6V0E1P1,1.2289813337336,-0.000287887720923563,0.0384992895783786,0.772650232893346,0.979990348877657
RACK1,14291.299161738,0.00232617613436921,0.0377241763088001,0.773161513423422,0.979990348877657
EEF1E1,48.8978386325516,0.00141520529524423,0.0382315803489023,0.773370840454484,0.979990348877657
ASS1P1,18.9577491945219,-0.00050707836943949,0.0384685937026653,0.776852775971926,0.979990348877657
H3C3,2.04115684387777,0.000189731019401505,0.0385031920024274,0.776087891997373,0.979990348877657
ATP6V1G2,7.19246023834193,-0.00058235651561541,0.038459136404727,0.777439948393269,0.979990348877657
HLA-DQB1-AS1,58.237040835112,0.000476616056461335,0.0384896089295885,0.773097976596281,0.979990348877657
RNF8,145.34852975373,0.00224584846672048,0.0377751106132815,0.776256551647609,0.979990348877657
RPS12,5711.6908645994,-0.00149607622183199,0.0381737579144246,0.77786018975633,0.979990348877657
SCIN,6.75044166289972,-0.000452534948791142,0.0384735872148562,0.775506889520125,0.979990348877657
FIGNL1,73.9594381470386,0.00133843114357011,0.0383046127165753,0.777898625059404,0.979990348877657
OR7E7P,5.67707172428112,0.000526246273729348,0.0384724303775012,0.775296201161168,0.979990348877657
CCDC71L,180.339263161692,0.00151613209158003,0.0381642899969928,0.776059465451667,0.979990348877657
