gene_symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj
TICRR,8.97486120078444,2.55753039337649,0.212651914420603,2.91115860752574e-34,3.04910645523506e-32
RPN1,2851.09008093996,0.542467373528745,0.0450350119224241,7.56437397877439e-34,7.89007966827368e-32
CENPW,38.8781663984014,1.42706556373777,0.119383570971011,8.71305757016538e-34,9.05082301177426e-32
IGKV5-2,13.0643696042587,3.46192777541038,0.29103925065938,1.10896968638485e-33,1.14723823048059e-31
CD38,486.359178862564,1.68650851678416,0.140960709167525,1.25002423847369e-33,1.28788211541032e-31
ASF1B,128.378420351529,1.23216388510527,0.103145289443217,1.25977133922753e-33,1.29264829856834e-31
SELP,337.698290007591,2.53674576754163,0.213662991978486,1.51399737006998e-33,1.5472194985954e-31
CA1,210.920902445129,6.56190203952384,0.556291931497842,1.84022648115362e-33,1.87302406601934e-31
KIF23,38.0790833879668,1.78445597756908,0.150363347265357,1.88863815594085e-33,1.91457848723931e-31
UBE2J1,2262.04864651287,0.923035099066748,0.0773365625781825,1.95284773899912e-33,1.97175130511263e-31
PSMB2,1047.77780152837,0.711582625968932,0.0595895816247899,2.77673820838515e-33,2.79244724526127e-31
GTF3C6,336.951215971505,0.727999620917443,0.0612027627643832,3.25534054681009e-33,3.26076611438811e-31
IGHA1,17479.2612454227,3.22652982202871,0.274024344973351,3.65043110848131e-33,3.64206253123657e-31
SPTB,67.3956840093487,2.98169190911149,0.253872660489547,4.84216655050606e-33,4.81204598692417e-31
SGO1,18.7171046963437,1.7832333357868,0.15140979933536,6.14263264242429e-33,6.08048365333623e-31
SNRNP25,190.538164175824,1.01562616944842,0.086063642380513,6.17137688349028e-33,6.08507403488522e-31
RNASE2,643.532959934308,2.51913112023035,0.214514645775223,7.08625913030258e-33,6.95997482362248e-31
H2BC21,468.587620537555,1.73073169397156,0.148029749340756,8.41176085150435e-33,8.2298320702974e-31
WDR62,55.4504095910239,1.32475381843007,0.112594879605439,8.69712830823903e-33,8.47617423770539e-31
MTFR2,17.103034665718,1.83118970793271,0.155763143841683,9.97858969723688e-33,9.68767542837128e-31
PDIA5,109.50254066114,1.22906299416408,0.104794015465194,1.00302036607139e-32,9.7004751265801e-31
CD63,2511.52109710221,1.29471115673758,0.111426234069177,1.10034864491025e-32,1.06011452270323e-30
H2AC14,5.12030119997461,3.3279842206266,0.284417048010994,1.22870305011651e-32,1.17927461562893e-30
PARK7,1477.65969021924,0.588416605333227,0.0495741851360573,1.39288603961593e-32,1.33178899287823e-30
GPRC5D,20.071544926628,3.40729740092805,0.292510313901131,1.84689905495779e-32,1.75922362057527e-30
STOML2,547.872289337668,0.531167890823516,0.045184209262759,3.76033771209765e-32,3.56836257626951e-30
SNCA,243.98852229041,2.4818678394654,0.21589597143832,3.79389797142966e-32,3.58672556534934e-30
MAOB,18.1067854192588,4.52473768335261,0.391511424421261,4.71731056111999e-32,4.4430728799922e-30
